,NomeEstacao,Operadora,Responsavel,Municipio-UF,NomeRio,Origem,StatusEstacao,CodEstacao,Bacia,SubBacia,CodRio,Latitude,Longitude,Altitude
2162,UHE ITAPEBI RESERVATÓRIO,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,ITAPEBI-BA,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54920000,5,54,54001000,-15.96640,-39.68720,35.00
2163,UHE ITAPEBI BARRAMENTO,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,ITAPEBI-BA,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54940000,5,54,54001000,-15.96830,-39.58970,111.00
2164,UHE ITAPEBI JUSANTE,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,00206 - ITAPEBI - Itapebi Geração de Energia S.A.,ITAPEBI-BA,RIO JEQUITINHONHA,Setor Elétrico,Ativo,54945000,5,54,54001000,-15.94780,-39.52250,30.00
2165,ITAPEBI,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAPEBI-BA,RIO JEQUITINHONHA,CotaOnline,Ativo,54950000,5,54,54001000,-16.01470,-39.42530,0.00
2166,PCH CACHOEIRA DA LIXA MONTANTE,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,JUCURUÇU-BA,RIO JUCURUÇU - BRAÇO SUL,Setor Elétrico,Ativo,55354000,5,55,55213400,-17.06560,-40.06750,388.00
2167,PCH CACHOEIRA DA LIXA BARRAMENTO,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,ITAMARAJU-BA,RIO JUCURUÇU - BRAÇO SUL,Setor Elétrico,Ativo,55354100,5,55,55213400,-17.07470,-40.06920,372.00
2168,PCH COLINO 2 MONTANTE,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,VEREDA-BA,CÓRREGO COLINO,Setor Elétrico,Ativo,55355600,5,55,55213350,-17.07060,-40.15440,515.00
2169,PCH COLINO 2 BARRAMENTO,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,VEREDA-BA,CÓRREGO COLINO,Setor Elétrico,Ativo,55355800,5,55,55213350,-17.07250,-40.10580,462.00
2170,PCH COLINO 1 BARRAMENTO,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,VEREDA-BA,CÓRREGO COLINO,Setor Elétrico,Ativo,55356000,5,55,55213350,-17.07560,-40.08530,259.00
2171,PCH COLINO 1 JUSANTE,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,00698 - ESPRA - Energética Serra da Prata S.A-ESPRA,ITAMARAJU-BA,RIO JUCURUÇU - BRAÇO SUL,Setor Elétrico,Ativo,55357000,5,55,55213400,-17.08220,-40.07720,123.00
2172,PCH MUCURI DO SUL,00591 - MUCURI - Mucuri Energética S.A,00591 - MUCURI - Mucuri Energética S.A,TEÓFILO OTONI-MG,RIO MUCURI,Setor Elétrico,Ativo,55510950,5,55,55310000,-17.59560,-41.49310,336.00
2173,PCH MUCURI NORDESTE,00591 - MUCURI - Mucuri Energética S.A,00591 - MUCURI - Mucuri Energética S.A,NOVO ORIENTE DE MINAS-MG,RIO MARAMBAIA,Setor Elétrico,Ativo,55559000,5,55,55311000,-17.42780,-41.23280,265.00
2174,PCH MUCURI FAZENDA DIACUÍ,00591 - MUCURI - Mucuri Energética S.A,00591 - MUCURI - Mucuri Energética S.A,TEÓFILO OTONI-MG,RIO MUCURI,Setor Elétrico,Ativo,55560500,5,55,55310000,-17.49030,-41.23720,255.00
2175,PCH MUCURI RESERVATÓRIO,00591 - MUCURI - Mucuri Energética S.A,00591 - MUCURI - Mucuri Energética S.A,NANUQUE-MG,RIO MUCURI,Setor Elétrico,Ativo,55565000,5,55,55310000,-17.58610,-40.98610,215.00
2176,PCH MUCURI BARRAMENTO,00591 - MUCURI - Mucuri Energética S.A,00591 - MUCURI - Mucuri Energética S.A,CARLOS CHAGAS-MG,RIO MUCURI,Setor Elétrico,Ativo,55566000,5,55,55310000,-17.59500,-40.98670,215.00
2177,PCH MUCURI JUSANTE,00591 - MUCURI - Mucuri Energética S.A,00591 - MUCURI - Mucuri Energética S.A,CARLOS CHAGAS-MG,RIO MUCURI,Setor Elétrico,Ativo,55568000,5,55,55310000,-17.60170,-40.97940,171.00
2178,FRANCISCO SÁ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CARLOS CHAGAS-MG,RIO TODOS OS SANTOS,RHN,Ativo,55610000,5,55,55312000,-17.73860,-41.12220,245.00
2179,UHE SANTA CLARA FRANCISCO SÁ,00213 - CESC - Companhia Energética Santa Clara-CESC,00213 - CESC - Companhia Energética Santa Clara-CESC,CARLOS CHAGAS-MG,RIO TODOS OS SANTOS,Setor Elétrico,Ativo,55611000,5,55,55312000,-17.73810,-41.12080,215.00
2180,CARLOS CHAGAS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CARLOS CHAGAS-MG,RIO MUCURI,CotaOnline,Ativo,55630000,5,55,55310000,-17.70420,-40.76170,146.00
2181,UHE SANTA CLARA CARLOS CHAGAS,00213 - CESC - Companhia Energética Santa Clara-CESC,00213 - CESC - Companhia Energética Santa Clara-CESC,CARLOS CHAGAS-MG,RIO MUCURI,Setor Elétrico,Ativo,55631000,5,55,55310000,-17.70420,-40.76170,146.00
2182,SÃO PEDRO DO PAMPÃ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,UMBURATIBA-MG,RIO PAMPÃ,RHN,Ativo,55660000,5,55,55314000,-17.32030,-40.67640,192.00
2183,UHE SANTA CLARA CGH PAMPÃ,00213 - CESC - Companhia Energética Santa Clara-CESC,00213 - CESC - Companhia Energética Santa Clara-CESC,CARLOS CHAGAS-MG,RIO PAMPÃ,Setor Elétrico,Ativo,55664000,5,55,55314000,-17.63060,-40.60360,170.00
2184,UHE SANTA CLARA RESERVATÓRIO,00213 - CESC - Companhia Energética Santa Clara-CESC,00213 - CESC - Companhia Energética Santa Clara-CESC,NANUQUE-MG,RIO MUCURI,Setor Elétrico,Ativo,55717000,5,55,55310000,-17.89110,-40.21330,0.00
2185,UHE SANTA CLARA BARRAMENTO,00213 - CESC - Companhia Energética Santa Clara-CESC,00213 - CESC - Companhia Energética Santa Clara-CESC,NANUQUE-MG,RIO MUCURI,Setor Elétrico,Ativo,55718000,5,55,55310000,-17.87830,-40.20140,89.00
2186,UHE SANTA CLARA JUSANTE,00213 - CESC - Companhia Energética Santa Clara-CESC,00213 - CESC - Companhia Energética Santa Clara-CESC,NANUQUE-MG,RIO MUCURI,Setor Elétrico,Ativo,55720000,5,55,55310000,-17.89780,-40.19670,40.00
2187,IND SUZANO MUCURI QA,01203 - SUZANO - Suzano S.A.,01203 - SUZANO - Suzano S.A.,MUCURI-BA,RIO MUCURI,Setor Elétrico,Ativo,55741050,5,55,55310000,-18.09830,-39.89330,0.00
2188,IND SUZANO MUCURI MONTANTE,01203 - SUZANO - Suzano S.A.,01203 - SUZANO - Suzano S.A.,MUCURI-BA,RIO MUCURI,Setor Elétrico,Ativo,55741100,5,55,55310000,-18.01940,-39.96970,30.00
2189,COTAXÉ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO MATEUS-ES,RIO SÃO MATEUS / BRAÇO NORTE,RHN,Ativo,55810000,5,55,55420000,-18.62750,-40.11170,0.00
2190,CRICARÉ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO MATEUS-ES,RIO SÃO MATEUS / BRAÇO SUL,RHN,Ativo,55885100,5,55,55460000,-18.65080,-40.12170,0.00
2191,BOCA DA VALA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO MATEUS-ES,RIO SÃO MATEUS,RHN,Ativo,55960000,5,55,55400000,-18.65110,-40.08890,12.50
2192,BOCA DA VALA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO MATEUS-ES,RIO SÃO MATEUS,Açudes Semiárido,Ativo,55960000,5,55,55400000,-18.65110,-40.08890,12.50
2193,BOCA DA VALA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO MATEUS-ES,RIO SÃO MATEUS,CotaOnline,Ativo,55960000,5,55,55400000,-18.65110,-40.08890,12.50
2194,VIÇOSA HIDRO,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,VIÇOSA-MG,RIO SÃO BA,RHN,Ativo,56083000,5,56,56138000,-20.77720,-42.88060,674.00
2195,PCH BRECHA MONTANTE 3,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,PIRANGA-MG,RIO PIRANGA,Setor Elétrico,Ativo,56092000,5,56,56100000,-20.68640,-43.31030,0.00
2196,PCH BRECHA MONTANTE 2,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,PORTO FIRME-MG,RIO PIRANGA,Setor Elétrico,Ativo,56093000,5,56,56100000,-20.66940,-43.08750,580.00
2197,PCH BRECHA MONTANTE 1,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,GUARACIABA-MG,RIO PIRANGA,Setor Elétrico,Ativo,56094000,5,56,56100000,-20.57250,-43.00420,560.00
2198,PCH BRECHA BARRAMENTO,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,PONTE NOVA-MG,RIO PIRANGA,Setor Elétrico,Ativo,56096000,5,56,56100000,-20.54500,-42.96220,0.00
2199,PCH BRECHA JUSANTE,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,PONTE NOVA-MG,RIO PIRANGA,Setor Elétrico,Ativo,56097000,5,56,56100000,-20.54610,-42.96940,0.00
2200,CGH BRITO BARRAMENTO,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,PONTE NOVA-MG,RIO PIRANGA,Setor Elétrico,Ativo,56100500,5,56,56100000,-20.45330,-43.00560,0.00
2201,CGH BRITO JUSANTE,00142 - NOVELIS - Novelis do Brasil Ltda.,00142 - NOVELIS - Novelis do Brasil Ltda.,PONTE NOVA-MG,RIO PIRANGA,Setor Elétrico,Ativo,56101000,5,56,56100000,-20.45140,-43.00670,500.00
2202,PONTE NOVA JUSANTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PONTE NOVA-MG,RIO PIRANGA,CotaOnline,Ativo,56110005,5,56,56100000,-20.38390,-42.90280,340.00
2203,PONTE NOVA JUSANTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PONTE NOVA-MG,RIO PIRANGA,RHN,Ativo,56110005,5,56,56100000,-20.38390,-42.90280,340.00
2204,PCH FURQUIM BARRAMENTO,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,MARIANA-MG,RIO DO CARMO,Setor Elétrico,Ativo,56148500,5,56,56150000,-20.36220,-43.21220,0.00
2205,PCH FURQUIM JUSANTE,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,MARIANA-MG,RIO DO CARMO,Setor Elétrico,Ativo,56149000,5,56,56150000,-20.35860,-43.20670,450.00
2206,MARIANA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,MARIANA-MG,RIBEIRÃO ÁGUAS CLARAS,Setores Regulados,Ativo,56156700,5,56,56156700,-20.26670,-43.20170,0.00
2207,CGH CABOCLO MONTANTE,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,OURO PRETO-MG,RIO MAINART,Setor Elétrico,Ativo,56194800,5,56,56153200,-20.49560,-43.52690,925.00
2208,CGH CABOCLO BARRAMENTO,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,OURO PRETO-MG,RIO MAINART,Setor Elétrico,Ativo,56194900,5,56,56153200,-20.49440,-43.52170,922.00
2209,CGH SALTO JUSANTE,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,OURO PRETO-MG,RIO MAINART,Setor Elétrico,Ativo,56208000,5,56,56153200,-20.49420,-43.44890,760.00
2210,CGH CACHOEIRA DOS PRAZERES BARRAMENTO,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,OURO PRETO-MG,RIBEIRÃO DOS PRAZERES,Setor Elétrico,Ativo,56209080,5,56,56153215,-20.46780,-43.47030,0.00
2211,CGH FUNIL BARRAMENTO,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,OURO PRETO-MG,RIO MAINART,Setor Elétrico,Ativo,56211500,5,56,56153200,-20.48940,-43.44560,0.00
2212,CGH FUNIL JUSANTE,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,OURO PRETO-MG,RIO MAINART,Setor Elétrico,Ativo,56212000,5,56,56153200,-20.47640,-43.44670,0.00
2213,CGH CACHOEIRA DOS PRAZERES RIO GUALAXO DO SUL,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,MARIANA-MG,RIO GUALAXO DO SUL,Setor Elétrico,Ativo,56220900,5,56,56153000,-20.46360,-43.40390,0.00
2214,PCH FUMAÇA BARRAMENTO,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,DIOGO DE VASCONCELOS-MG,RIO GUALAXO DO SUL,Setor Elétrico,Ativo,56230050,5,56,56153000,-20.45220,-43.27280,0.00
2215,PCH FUMAÇA JUSANTE,01033 - MAYNART - Maynart Energética Ltda.,01033 - MAYNART - Maynart Energética Ltda.,DIOGO DE VASCONCELOS-MG,RIO GUALAXO DO SUL,Setor Elétrico,Ativo,56230100,5,56,56153000,-20.44940,-43.25440,0.00
2216,ACAIACA - CARMO 01,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,BARRA LONGA-MG,RIO DO CARMO,Setores Regulados,Ativo,56335050,5,56,56150000,-20.34690,-43.11250,0.00
2217,DOCE 09 - TUMITITINGA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,TUMIRITINGA-MG,RIO DOCE,Setores Regulados,Ativo,56335320,5,56,56001000,-18.97140,-41.64140,0.00
2218,CARMO 02 - BARRA LONGA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,BARRA LONGA-MG,RIO DO CARMO,Setores Regulados,Ativo,56335501,5,56,56150000,-20.28280,-43.03220,0.00
2219,PCH BICAS JUSANTE,00596 - OPM - OPM Empreendimentos S.A,00596 - OPM - OPM Empreendimentos S.A,MARIANA-MG,RIO GUALAXO DO NORTE,Setor Elétrico,Ativo,56335800,5,56,56154000,-20.25420,-43.35420,599.00
2220,GUALAXO NORTE 01 - MARIANA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,MARIANA-MG,RIO GUALAXO DO NORTE,Setores Regulados,Ativo,56336100,5,56,56154000,-20.27640,-43.43170,0.00
2221,GUALAXO NORTE 06 - MARIANA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,MARIANA-MG,RIO GUALAXO DO NORTE,Setores Regulados,Ativo,56336230,5,56,56154000,-20.30360,-43.24940,0.00
2222,GUALAXO NORTE 08 - BARRA LONGA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,BARRA LONGA-MG,RIO GUALAXO DO NORTE,Setores Regulados,Ativo,56336240,5,56,56154000,-20.28580,-43.06580,0.00
2223,UHE RISOLETA NEVES RIO PIRANGA,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,RIO DOCE-MG,RIO PIRANGA,Setor Elétrico,Ativo,56337200,5,56,56100000,-20.29750,-42.89220,367.00
2224,UHE RISOLETA NEVES RIO DO CARMO,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,BARRA LONGA-MG,RIO DO CARMO,Setor Elétrico,Ativo,56337500,5,56,56150000,-20.25610,-42.99170,360.00
2225,DOCE 01 - RIO DOCE,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,RIO DOCE-MG,RIO DOCE,Setores Regulados,Ativo,56337990,5,56,56001000,-20.25580,-42.91030,0.00
2226,UHE RISOLETA NEVES MONTANTE,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,RIO DOCE-MG,RIO DOCE,Setor Elétrico,Ativo,56338000,5,56,56001000,-20.25940,-42.89500,338.00
2227,UHE RISOLETA NEVES BARRAMENTO,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,RIO DOCE-MG,RIO DOCE,Setor Elétrico,Ativo,56338080,5,56,56001000,-20.20640,-42.85420,335.00
2228,DOCE 02- RIO DOCE,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,RIO DOCE-MG,RIO DOCE,Setores Regulados,Ativo,56338100,5,56,56001000,-20.20860,-42.85080,0.00
2229,DOCE 03 - SÃO D. PRATA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,SÃO DOMINGOS DO PRATA-MG,RIO DOCE,Setores Regulados,Ativo,56338200,5,56,56001000,-20.01420,-42.74440,0.00
2230,DOCE 04 - BOM J. GALHO,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,BOM JESUS DO GALHO-MG,RIO DOCE,Setores Regulados,Ativo,56338250,5,56,56001000,-19.55420,-42.52140,0.00
2231,DOCE 05 - BELO ORIENTE,00953 - RENOVA - Fundação Renova,00953 - RENOVA - Fundação Renova,BELO ORIENTE-MG,RIO DOCE,Setores Regulados,Ativo,56338260,5,56,56001000,-19.32060,-42.36440,0.00
2232,DOCE 07 - PERIQUITO,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,GOVERNADOR VALADARES-MG,RIO DOCE,Setores Regulados,Ativo,56338300,5,56,56001000,-18.97060,-42.08810,0.00
2233,DOCE 11 - BAIXO GANDÚ,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,BAIXO GUANDU-ES,RIO DOCE,Setores Regulados,Ativo,56338360,5,56,56001000,-19.50580,-41.01390,0.00
2234,DOCE 12 - COLATINA,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,COLATINA-ES,RIO DOCE,Setores Regulados,Ativo,56338370,5,56,56001000,-19.49920,-40.75860,0.00
2235,DOCE 15 - LINHARES,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,LINHARES-ES,RIO DOCE,Setores Regulados,Manutenção,56338400,5,56,56001000,-19.40780,-40.06440,0.00
2236,DOCE 16 - LINHARES,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,LINHARES-ES,RIO DOCE,Setores Regulados,Ativo,56338420,5,56,56001000,-19.64610,-39.82310,0.00
2237,UHE RISOLETA NEVES JUSANTE,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,00811 - CONS.RISOLETA - Consórcio UHE Risoleta Neves,RIO DOCE-MG,RIO DOCE,Setor Elétrico,Ativo,56338500,5,56,56001000,-20.19750,-42.85110,294.00
2238,MANHUAÇU 01 - AIMORÉS,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,AIMORÉS-MG,RIO SUAÇUI GRANDE,Setores Regulados,Ativo,56401100,5,56,56400000,-19.48360,-41.09390,0.00
2239,CGH NOVA PONTE QUEIMADA II MONTANTE 2,01132 - LIMPA - Energia Limpa Participações Ltda.,01132 - LIMPA - Energia Limpa Participações Ltda.,URUCÂNIA-MG,RIO CASCA,Setor Elétrico,Ativo,56415003,5,56,56160000,-20.49250,-42.66780,439.00
2240,CGH NOVA PONTE QUEIMADA II MONTANTE 1,01132 - LIMPA - Energia Limpa Participações Ltda.,01132 - LIMPA - Energia Limpa Participações Ltda.,URUCÂNIA-MG,RIO CASCA,Setor Elétrico,Ativo,56415004,5,56,56160000,-20.32330,-42.67170,0.00
2241,CGH NOVA PONTE QUEIMADA II JUSANTE,01132 - LIMPA - Energia Limpa Participações Ltda.,01132 - LIMPA - Energia Limpa Participações Ltda.,RIO CASCA-MG,RIO CASCA,Setor Elétrico,Ativo,56415006,5,56,56160000,-20.27420,-42.65190,344.00
2242,FAZENDA CACHOEIRA D'ANTAS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO JOSÉ DO GOIABAL-MG,RIO DOCE,RHN,Ativo,56425000,5,56,56001000,-19.99440,-42.67440,0.00
2243,PCH TÚLIO CORDEIRO DE MELLO MONTANTE 2,00453 - SÃO GERALDO - São Geraldo Energética S/A,00453 - SÃO GERALDO - São Geraldo Energética S/A,MATIPÓ-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56440000,5,56,56172000,-20.28360,-42.33920,626.00
2244,PCH TÚLIO CORDEIRO DE MELLO MONTANTE 1,00453 - SÃO GERALDO - São Geraldo Energética S/A,00453 - SÃO GERALDO - São Geraldo Energética S/A,ABRE CAMPO-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56443000,5,56,56172000,-20.18860,-42.34860,537.00
2245,PCH TÚLIO CORDEIRO DE MELLO BARRAMENTO,00453 - SÃO GERALDO - São Geraldo Energética S/A,00453 - SÃO GERALDO - São Geraldo Energética S/A,ABRE CAMPO-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56444000,5,56,56172000,-20.18310,-42.36530,0.00
2246,PCH TÚLIO CORDEIRO DE MELLO JUSANTE,00453 - SÃO GERALDO - São Geraldo Energética S/A,00453 - SÃO GERALDO - São Geraldo Energética S/A,ABRE CAMPO-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56445000,5,56,56172000,-20.17330,-42.37690,450.00
2247,PCH JOÃO CAMILO PENNA BARRAMENTO,00723 - ZONA DA MATA - Zona da Mata Geração S.A,00723 - ZONA DA MATA - Zona da Mata Geração S.A,RAUL SOARES-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56450100,5,56,56172000,-20.11780,-42.39640,349.00
2248,PCH JOÃO CAMILO PENNA JUSANTE,00723 - ZONA DA MATA - Zona da Mata Geração S.A,00723 - ZONA DA MATA - Zona da Mata Geração S.A,RAUL SOARES-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56450180,5,56,56172000,-20.12030,-42.40080,348.00
2249,CGH MATIPÓ JUSANTE,00723 - ZONA DA MATA - Zona da Mata Geração S.A,00723 - ZONA DA MATA - Zona da Mata Geração S.A,MATIPÓ-MG,RIO MATIPÓ,Setor Elétrico,Ativo,56458080,5,56,56172000,-20.28360,-42.33920,626.00
2250,MATIPÓ 01 - RAUL SOARES,00954 - DUALBASE - Dualbase Tecnologia Eletronica Ltda,00953 - RENOVA - Fundação Renova,RAUL SOARES-MG,RIO MATIPÓ,Setores Regulados,Ativo,56510100,5,56,56172000,-20.09970,-42.44890,0.00
2251,CACHOEIRA DOS ÓCULOS - MONTANTE,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CÓRREGO NOVO-MG,RIO DOCE,RHN,Ativo,56539000,5,56,56001000,-19.77690,-42.47640,210.00
2252,CGH BOM JESUS DO GALHO MONTANTE,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BOM JESUS DO GALHO-MG,RIBEIRÃO SACRAMENTO,Setor Elétrico,Ativo,56565060,5,56,56174000,-19.82920,-42.31830,0.00
2253,CGH BOM JESUS DO GALHO BARRAMENTO,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BOM JESUS DO GALHO-MG,RIBEIRÃO SACRAMENTO,Setor Elétrico,Ativo,56565080,5,56,56174000,-19.82280,-42.31890,0.00
2254,CGH SUMIDOURO BARRAMENTO,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BOM JESUS DO GALHO-MG,RIBEIRÃO SACRAMENTO,Setor Elétrico,Ativo,56568000,5,56,56174000,-19.80110,-42.30170,0.00
2255,CGH SUMIDOURO JUSANTE,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,BOM JESUS DO GALHO-MG,RIBEIRÃO SACRAMENTO,Setor Elétrico,Ativo,56568050,5,56,56174000,-19.79780,-42.30220,0.00
2256,PCH RIO PIRACICABA RIO TURVO,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,RIO PIRACICABA-MG,RIO TURVO,Setor Elétrico,Ativo,56599000,5,56,56135000,-19.99670,-43.23470,626.00
2257,RIO PIRACICABA,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,RIO PIRACICABA-MG,RIO PIRACICABA,RHN,Ativo,56610000,5,56,56180000,-19.93170,-43.17310,0.00
2258,PCH RIO PIRACICABA MONTANTE,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,RIO PIRACICABA-MG,RIO PIRACICABA,Setor Elétrico,Ativo,56610100,5,56,56180000,-19.93000,-43.17310,598.00
2259,PCH RIO PIRACICABA BARRAMENTO,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,JOÃO MONLEVADE-MG,RIO PIRACICABA,Setor Elétrico,Ativo,56620000,5,56,56180000,-19.85610,-43.12000,594.00
2260,PCH RIO PIRACICABA JUSANTE,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,00475 - ARCELOR - Arcelor Mittal Brasil S.A.,JOÃO MONLEVADE-MG,RIO PIRACICABA,Setor Elétrico,Ativo,56620100,5,56,56180000,-19.84640,-43.12310,548.00
2261,UHE PETI CARRAPATO,01061 - CEMIG LESTE - CEMIG  Geração Leste S.A.,01061 - CEMIG LESTE - CEMIG  Geração Leste S.A.,SANTA BÁRBARA-MG,RIBEIRÃO SANTA BÁRBARA,Setor Elétrico,Ativo,56640001,5,56,56180500,-19.97140,-43.45610,755.00
