,NomeEstacao,Operadora,Responsavel,Municipio-UF,NomeRio,Origem,StatusEstacao,CodEstacao,Bacia,SubBacia,CodRio,Latitude,Longitude,Altitude
494,ORIXIMINÁ,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ORIXIMINÁ-PA,RIO TROMBETAS,RHN,Ativo,16900000,1,16,16700000,-1.77640,-55.86220,0.00
495,ÓBIDOS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ÓBIDOS-PA,RIO SOLIMÕES/AMAZONAS,RHN,Ativo,17050001,1,17,10001000,-1.91920,-55.51310,0.00
496,ÓBIDOS,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ÓBIDOS-PA,RIO SOLIMÕES/AMAZONAS,CotaOnline,Ativo,17050001,1,17,10001000,-1.91920,-55.51310,0.00
497,PCH SANTA LÚCIA I E II MONTANTE 2,00224 - MAGGI - Maggi Energia S.A.,00224 - MAGGI - Maggi Energia S.A.,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17090400,1,17,17201000,-13.59560,-59.03250,490.00
498,PCH SANTA LÚCIA I E II MONTANTE 1,00224 - MAGGI - Maggi Energia S.A.,00224 - MAGGI - Maggi Energia S.A.,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17090500,1,17,17201000,-13.55670,-59.02830,479.00
499,PCH SANTA LÚCIA I E II BARRAMENTO,00224 - MAGGI - Maggi Energia S.A.,00224 - MAGGI - Maggi Energia S.A.,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17090580,1,17,17201000,-13.54360,-59.03030,477.00
500,PCH SANTA LÚCIA I E II JUSANTE,00224 - MAGGI - Maggi Energia S.A.,00224 - MAGGI - Maggi Energia S.A.,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17090600,1,17,17201000,-13.54250,-59.02500,466.00
501,PCH SEGREDO MONTANTE,00745 - SEGREDO - Segredo Energia S.A,00745 - SEGREDO - Segredo Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091030,1,17,17201000,-13.42280,-59.00140,454.00
502,PCH CIDEZAL BARRAMENTO,00485 - CAMPOS DE JULIO - Campos de Júlio Energia S.A,00485 - CAMPOS DE JULIO - Campos de Júlio Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091040,1,17,17201000,-13.36970,-59.01250,416.00
503,PCH CIDEZAL JUSANTE,00485 - CAMPOS DE JULIO - Campos de Júlio Energia S.A,00485 - CAMPOS DE JULIO - Campos de Júlio Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091045,1,17,17201000,-13.36890,-59.01470,414.00
504,PCH SAPEZAL BARRAMENTO,00636 - SAPEZAL - Sapezal Energia S.A,00636 - SAPEZAL - Sapezal Energia S.A,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17091047,1,17,17201000,-13.26640,-59.01940,390.00
505,PCH SAPEZAL JUSANTE,00636 - SAPEZAL - Sapezal Energia S.A,00636 - SAPEZAL - Sapezal Energia S.A,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17091048,1,17,17201000,-13.26610,-59.01830,387.00
506,PCH SEGREDO BARRAMENTO,00745 - SEGREDO - Segredo Energia S.A,00745 - SEGREDO - Segredo Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091050,1,17,17201000,-13.22390,-59.02670,380.00
507,PCH ILHA COMPRIDA BARRAMENTO,00732 - ILHA COMPRIDA - Ilha Comprida Energia S.A,00732 - ILHA COMPRIDA - Ilha Comprida Energia S.A,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17091080,1,17,17201000,-13.19780,-58.98390,362.00
508,PCH ILHA COMPRIDA JUSANTE,00732 - ILHA COMPRIDA - Ilha Comprida Energia S.A,00732 - ILHA COMPRIDA - Ilha Comprida Energia S.A,SAPEZAL-MT,RIO JURUENA,Setor Elétrico,Ativo,17091090,1,17,17201000,-13.19720,-58.98310,352.00
509,PCH PARECIS BARRAMENTO,00599 - PARECIS - Parecis Energia S.A,00599 - PARECIS - Parecis Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091093,1,17,17201000,-13.07420,-58.97580,346.00
510,PCH PARECIS JUSANTE,00599 - PARECIS - Parecis Energia S.A,00599 - PARECIS - Parecis Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091095,1,17,17201000,-13.07190,-58.97640,345.00
511,PCH RONDON BARRAMENTO,00623 - RONDON - Rondon Energia S.A,00623 - RONDON - Rondon Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091096,1,17,17201000,-12.90360,-58.91280,296.00
512,PCH RONDON JUSANTE,00623 - RONDON - Rondon Energia S.A,00623 - RONDON - Rondon Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091097,1,17,17201000,-12.90000,-58.91360,294.00
513,PCH TELEGRÁFICA BARRAMENTO,00660 - TELEGRÁFICA - Telegráfica Energia S.A,00660 - TELEGRÁFICA - Telegráfica Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091098,1,17,17201000,-12.84810,-58.92750,289.00
514,PCH TELEGRÁFICA JUSANTE,00660 - TELEGRÁFICA - Telegráfica Energia S.A,00660 - TELEGRÁFICA - Telegráfica Energia S.A,CAMPOS DE JÚLIO-MT,RIO JURUENA,Setor Elétrico,Ativo,17091099,1,17,17201000,-12.84500,-58.92920,289.00
515,PCH DIVISA MONTANTE 2,00731 - DIVISA - Divisa Energia S.A,00731 - DIVISA - Divisa Energia S.A,CAMPOS DE JÚLIO-MT,RIO FORMIGA,Setor Elétrico,Ativo,17091130,1,17,17210480,-13.49920,-59.18560,495.00
516,PCH DIVISA MONTANTE 1,00731 - DIVISA - Divisa Energia S.A,00731 - DIVISA - Divisa Energia S.A,CAMPOS DE JÚLIO-MT,RIO FORMIGA,Setor Elétrico,Ativo,17091150,1,17,17210480,-13.37830,-59.14640,465.00
517,PCH DIVISA BARRAMENTO,00731 - DIVISA - Divisa Energia S.A,00731 - DIVISA - Divisa Energia S.A,CAMPOS DE JÚLIO-MT,RIO FORMIGA,Setor Elétrico,Ativo,17091160,1,17,17210480,-13.36310,-59.14250,446.00
518,PCH DIVISA JUSANTE,00731 - DIVISA - Divisa Energia S.A,00731 - DIVISA - Divisa Energia S.A,CAMPOS DE JÚLIO-MT,RIO FORMIGA,Setor Elétrico,Ativo,17091170,1,17,17210480,-13.34890,-59.15080,409.00
519,PCH BURITI MONTANTE 2,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,SAPEZAL-MT,RIO BURITI,Setor Elétrico,Ativo,17091180,1,17,17211600,-13.63170,-58.66420,509.00
520,PCH BURITI MONTANTE 1,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,SAPEZAL-MT,RIO BURITI,Setor Elétrico,Ativo,17091200,1,17,17211600,-13.42000,-58.60470,480.00
521,PCH JUÍ 117 MONTANTE 2,01096 - JUÍNA - PCH Juína S.A.,01096 - JUÍNA - PCH Juína S.A.,CAMPOS DE JÚLIO-MT,RIO JUINA,Setor Elétrico,Ativo,17091210,1,17,17210250,-13.45720,-59.39030,429.00
522,PCH BURITI BARRAMENTO,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,SAPEZAL-MT,RIO BURITI,Setor Elétrico,Ativo,17091300,1,17,17211600,-13.40560,-58.59720,464.00
523,PCH JUÍ 117 MONTANTE 1,01096 - JUÍNA - PCH Juína S.A.,01096 - JUÍNA - PCH Juína S.A.,CAMPOS DE JÚLIO-MT,RIO JUINA,Setor Elétrico,Ativo,17091310,1,17,17210250,-13.38560,-59.39220,418.00
524,PCH BURITI JUSANTE,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,00235 - ELECTRA - Electra PCH Buriti SPE S.A.,SAPEZAL-MT,RIO BURITI,Setor Elétrico,Ativo,17091400,1,17,17211600,-13.39470,-58.59190,463.00
525,PCH JUÍ 117 JUSANTE,01096 - JUÍNA - PCH Juína S.A.,01096 - JUÍNA - PCH Juína S.A.,CAMPOS DE JÚLIO-MT,RIO JUINA,Setor Elétrico,Ativo,17091410,1,17,17210250,-13.36170,-59.39500,382.00
526,FAZENDA RODIAL,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,SAPEZAL-MT,RIO BURITI,RHN,Ativo,17091450,1,17,17211600,-13.54500,-58.63720,0.00
527,PCH SACRE 2 RIO VERDE,00302 - BCE - Brasil Central Energia ltda.,00302 - BCE - Brasil Central Energia ltda.,BRASNORTE-MT,RIO VERDE OU TAUIUINA,Setor Elétrico,Ativo,17091550,1,17,17211430,-13.64310,-58.01810,215.00
528,PCH SACRE 2 MONTANTE 2,00302 - BCE - Brasil Central Energia ltda.,00302 - BCE - Brasil Central Energia ltda.,BRASNORTE-MT,RIO SACRE,Setor Elétrico,Ativo,17091580,1,17,17211400,-13.29250,-58.13470,420.00
529,PCH SACRE 2 MONTANTE 1,00302 - BCE - Brasil Central Energia ltda.,00302 - BCE - Brasil Central Energia ltda.,BRASNORTE-MT,RIO SACRE,Setor Elétrico,Ativo,17091600,1,17,17211400,-13.02580,-58.18440,394.79
530,PCH SACRE 2 JUSANTE,00302 - BCE - Brasil Central Energia ltda.,00302 - BCE - Brasil Central Energia ltda.,BRASNORTE-MT,RIO SACRE,Setor Elétrico,Ativo,17092850,1,17,17211400,-12.96000,-58.25080,0.00
531,PONTE ANTIGA BR-364,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,CAMPO NOVO DO PARECIS-MT,RIO PAPAGAIO,RHN,Ativo,17092960,1,17,17211000,-12.79830,-58.39690,67.00
532,MT-170,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,JUÍNA-MT,RIO JUINA MIRIM,RHN,Ativo,17093010,1,17,17211900,-11.35640,-58.35360,0.00
533,PCH GARGANTA DA JARARACA MONTANTE 1,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,CAMPO NOVO DO PARECIS-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17093400,1,17,17212000,-13.86220,-57.78560,454.00
534,PCH GARGANTA DA JARARACA MONTANTE 2,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,CAMPO NOVO DO PARECIS-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17093500,1,17,17212000,-13.47330,-57.64170,419.00
535,PCH GARGANTA DA JARARACA BARRAMENTO,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,CAMPO NOVO DO PARECIS-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17093600,1,17,17212000,-13.38780,-57.62250,401.00
536,PCH GARGANTA DA JARARACA  JUSANTE,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,00274 - RIO DO SANGUE - Rio do Sangue Energia S.A.,CAMPO NOVO DO PARECIS-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17093700,1,17,17212000,-13.38670,-57.62440,370.00
537,PCH INXU BARRAMENTO,00770 - INXU - Inxú Geradora e Comercializadora de Energia E...,00770 - INXU - Inxú Geradora e Comercializadora de Energia E...,NOVA MARINGÁ-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17093750,1,17,17212000,-13.35560,-57.61360,363.30
538,PCH BARUITO BARRAMENTO,00184 - GLOBAL - Global Energia Elétrica S.A.,00184 - GLOBAL - Global Energia Elétrica S.A.,CAMPO NOVO DO PARECIS-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17094000,1,17,17212000,-13.31970,-57.59780,330.00
539,PCH BARUITO JUSANTE,00184 - GLOBAL - Global Energia Elétrica S.A.,00184 - GLOBAL - Global Energia Elétrica S.A.,CAMPO NOVO DO PARECIS-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17094010,1,17,17212000,-13.30140,-57.58810,327.00
540,PCH INXU JUSANTE,00770 - INXU - Inxú Geradora e Comercializadora de Energia E...,00770 - INXU - Inxú Geradora e Comercializadora de Energia E...,NOVA MARINGÁ-MT,RIO DO SANGUE,Setor Elétrico,Ativo,17094050,1,17,17212000,-13.20500,-57.50500,291.17
541,BRASNORTE,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,BRASNORTE-MT,RIO DO SANGUE,RHN,Ativo,17094300,1,17,17212000,-12.09640,-57.88030,0.00
542,PCH BOCAIÚVA MONTANTE,00463 - SPE CRAVARI - SPE Cravari Geração de Energia S.A,00463 - SPE CRAVARI - SPE Cravari Geração de Energia S.A,BRASNORTE-MT,RIO CRAVARI,Setor Elétrico,Ativo,17094400,1,17,17212400,-12.57330,-57.88310,314.00
543,PCH BOCAIÚVA BARRAMENTO,00463 - SPE CRAVARI - SPE Cravari Geração de Energia S.A,00463 - SPE CRAVARI - SPE Cravari Geração de Energia S.A,BRASNORTE-MT,RIO CRAVARI,Setor Elétrico,Ativo,17094520,1,17,17212400,-12.52940,-57.87830,311.00
544,PCH BOCAIÚVA JUSANTE,00463 - SPE CRAVARI - SPE Cravari Geração de Energia S.A,00463 - SPE CRAVARI - SPE Cravari Geração de Energia S.A,BRASNORTE-MT,RIO CRAVARI,Setor Elétrico,Ativo,17094550,1,17,17212400,-12.48220,-57.87440,275.00
545,FAZENDA CACHOEIRA GRANDE,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,NOVA MUTUM-MT,RIO ARINOS,RHN,Ativo,17098500,1,17,17220000,-14.21690,-56.03470,0.00
546,FAZENDA CACHOEIRA DE PAU,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,NOVA MUTUM-MT,RIO ARINOS,RHN,Ativo,17099000,1,17,17220000,-13.83190,-56.41250,0.00
547,PCH RIO CLARO RIBEIRÃO ÁGUA VERDE,01176 - RIO CLARO - Hidrelétrica Rio Claro Ltda,01176 - RIO CLARO - Hidrelétrica Rio Claro Ltda,DIAMANTINO-MT,RIBEIRÃO ÁGUA VERDE,Setor Elétrico,Ativo,17099200,1,17,17224250,-13.96190,-56.89440,393.00
548,PCH RIO CLARO MONTANTE,01176 - RIO CLARO - Hidrelétrica Rio Claro Ltda,01176 - RIO CLARO - Hidrelétrica Rio Claro Ltda,DIAMANTINO-MT,RIO CLARO,Setor Elétrico,Ativo,17099300,1,17,17224000,-13.95890,-56.74220,351.00
549,PCH RIO CLARO JUSANTE,01176 - RIO CLARO - Hidrelétrica Rio Claro Ltda,01176 - RIO CLARO - Hidrelétrica Rio Claro Ltda,DIAMANTINO-MT,RIO CLARO,Setor Elétrico,Ativo,17099400,1,17,17224000,-13.79250,-56.70390,304.00
550,FAZENDA MASSAPÉ,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,SÃO JOSÉ DO RIO CLARO-MT,RIO CLARO,RHN,Ativo,17099500,1,17,17224000,-13.50250,-56.61830,0.00
551,JUARA,00091 - SEMA-MT - SEMA-MT,00091 - SEMA-MT - SEMA-MT,JUARA-MT,RIO DOS PEIXES,RHN,Ativo,17122001,1,17,17227200,-10.82310,-57.72720,0.00
552,FOZ DO JURUENA,00823 - VLF - VLF Serviços,00001 - ANA - Agência Nacional de Águas ,APIACÁS-MT,RIO JURUENA,RHN,Ativo,17130000,1,17,17201000,-7.73110,-58.28080,123.00
553,CGH BURITIZAL MONTANTE,01127 - BURITIZAL - Hidroelétrica Buritizal Ltda.,01127 - BURITIZAL - Hidroelétrica Buritizal Ltda.,DIAMANTINO-MT,RIBEIRÃO BURITIZAL,Setor Elétrico,Ativo,17224000,1,17,17224450,-13.70280,-56.78610,333.00
554,PCH CANOA QUEBRADA MONTANTE 1,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,NOVA MUTUM-MT,RIBEIRÃO GRANDE,Setor Elétrico,Ativo,17228000,1,17,17220700,-13.40170,-55.82690,382.00
555,PCH CANOA QUEBRADA MONTANTE 2,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,LUCAS DO RIO VERDE-MT,RIBEIRÃO RANCHÃO,Setor Elétrico,Ativo,17229000,1,17,17242130,-13.29860,-55.91220,383.00
556,PCH CANOA QUEBRADA LUCAS DO RIO VERDE,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,LUCAS DO RIO VERDE-MT,RIO VERDE,Setor Elétrico,Ativo,17230000,1,17,17242100,-13.05190,-55.90500,377.00
557,PCH NOVA MUTUM MONTANTE,00637 - AGROENERGÉTICA - Agroenergética Mato Grosso Ltda,00637 - AGROENERGÉTICA - Agroenergética Mato Grosso Ltda,NOVA MUTUM-MT,RIO DOS PATOS,Setor Elétrico,Ativo,17240900,1,17,17223400,-13.75830,-56.05360,395.00
558,PCH NOVA MUTUM BARRRAMENTO,00637 - AGROENERGÉTICA - Agroenergética Mato Grosso Ltda,00637 - AGROENERGÉTICA - Agroenergética Mato Grosso Ltda,NOVA MUTUM-MT,RIO DOS PATOS,Setor Elétrico,Ativo,17250500,1,17,17223400,-13.60360,-56.20060,340.00
559,PCH NOVA MUTUM JUSANTE,00637 - AGROENERGÉTICA - Agroenergética Mato Grosso Ltda,00637 - AGROENERGÉTICA - Agroenergética Mato Grosso Ltda,NOVA MUTUM-MT,RIO DOS PATOS,Setor Elétrico,Ativo,17250550,1,17,17223400,-13.59140,-56.21640,337.00
560,PCH CANOA QUEBRADA BARRAMENTO,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,LUCAS DO RIO VERDE-MT,RIO VERDE,Setor Elétrico,Ativo,17260000,1,17,17242100,-12.79390,-56.00830,360.00
561,PCH CANOA QUEBRADA JUSANTE,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,00778 - RVERDE-QUEBRADA - Rio Verde Energia S.A - Canoa Quebrada,LUCAS DO RIO VERDE-MT,RIO VERDE,Setor Elétrico,Ativo,17270000,1,17,17242100,-12.79330,-56.01080,336.00
562,SORRISO,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,SORRISO-MT,RIO DO LIRA,RHN,Ativo,17271100,1,17,17241800,-12.53500,-55.70720,0.00
563,UHE COLÍDER PONTE MT-222,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17273100,1,17,17240000,-11.89390,-55.65610,0.00
564,UHE SINOP RIO VERDE,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO VERDE,Setor Elétrico,Ativo,17275100,1,17,17242100,-12.17310,-55.89940,310.00
565,FAZENDA CERON,00108 - HYDROCONSULT - HYDROCONSULT,00091 - SEMA-MT - SEMA-MT,SORRISO-MT,RIO CELESTE,RHN,Ativo,17277000,1,17,17241900,-12.65000,-55.56830,0.00
566,UHE SINOP MONTANTE 1,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17277300,1,17,17240000,-12.28810,-55.60080,309.00
567,UHE SINOP MONTANTE 2,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17277500,1,17,17240000,-13.14330,-55.66690,331.00
568,PCH FOZ DO CEDRO JUSANTE,00691 - CEDRO - Rio do Cedro Energia S.A.,00691 - CEDRO - Rio do Cedro Energia S.A.,SORRISO-MT,RIO VERDE,Setor Elétrico,Ativo,17278500,1,17,17242100,-12.74940,-56.03360,323.00
569,UHE SINOP RESERVATÓRIO 1,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17280940,1,17,17240000,-11.41470,-55.52330,279.00
570,UHE SINOP RESERVATÓRIO 2,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17280970,1,17,17240000,-11.40170,-55.51080,284.00
571,UHE SINOP BARRAMENTO,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17280980,1,17,17240000,-11.27970,-55.44420,276.00
572,UHE SINOP JUSANTE,01017 - SINOP - Companhia Energética Sinop S.A.,01017 - SINOP - Companhia Energética Sinop S.A.,SINOP-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17280990,1,17,17240000,-11.26530,-55.45110,274.00
573,UHE COLÍDER RIO RENATO,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,ITAUBA-MT,RIBEIRÃO RENATO,Setor Elétrico,Ativo,17291000,1,17,17242400,-11.06280,-55.27830,0.00
574,UHE COLÍDER RESERVATÓRIO,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,NOVA CANAÃ DO NORTE-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17304000,1,17,17240000,-10.98220,-55.70030,272.00
575,UHE COLÍDER BARRAMENTO,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,NOVA CANAÃ DO NORTE-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17305000,1,17,17240000,-10.97500,-55.76830,274.00
576,UHE COLÍDER PESQUEIRO DO GIL,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,COLIDER-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17307000,1,17,17240000,-10.98310,-55.83890,0.00
577,UHE TELES PIRES MONTANTE 2,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,CARLINDA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17340200,1,17,17240000,-9.95060,-55.57640,237.00
578,ESTRADA CUIABÁ - SANTARÉM,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,PEIXOTO DE AZEVEDO-MT,RIO PEIXOTO DE AZEVEDO,RHN,Ativo,17343000,1,17,17243400,-10.21940,-54.97080,255.00
579,PCH BRAÇO NORTE III RIO SÃO BENTO,00549 - GUARANTÃ - Guarantã Energética Ltda.,00549 - GUARANTÃ - Guarantã Energética Ltda.,NOVO PROGRESSO-PA,RIO SÃO BE,Setor Elétrico,Ativo,17344000,1,17,17243410,-9.25940,-54.83420,480.85
580,PCH BRAÇO NORTE RIO BRAÇO SUL,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,GUARANTÃ DO NORTE-MT,RIO BRAÇO SUL,Setor Elétrico,Ativo,17354000,1,17,17243425,-9.82190,-54.98390,279.00
581,PCH BRAÇO NORTE III MONTANTE,00549 - GUARANTÃ - Guarantã Energética Ltda.,00549 - GUARANTÃ - Guarantã Energética Ltda.,NOVO PROGRESSO-PA,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354400,1,17,17243420,-9.50560,-54.99690,349.36
582,PCH BRAÇO NORTE III BARRAMENTO,00549 - GUARANTÃ - Guarantã Energética Ltda.,00549 - GUARANTÃ - Guarantã Energética Ltda.,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354450,1,17,17243420,-9.63140,-54.97390,334.00
583,PCH BRAÇO NORTE III CÓRREGO QUINZE DE NOVEMBRO,00549 - GUARANTÃ - Guarantã Energética Ltda.,00549 - GUARANTÃ - Guarantã Energética Ltda.,GUARANTÃ DO NORTE-MT,CÓRREGO QU,Setor Elétrico,Ativo,17354550,1,17,17243415,-9.66000,-54.93920,329.10
584,PCH BRAÇO NORTE IV BARRAMENTO,00773 - NOVO MUNDO - Novo Mundo Energética S.A,00773 - NOVO MUNDO - Novo Mundo Energética S.A,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354700,1,17,17243420,-9.68360,-54.96330,315.00
585,PCH BRAÇO NORTE IV JUSANTE,00773 - NOVO MUNDO - Novo Mundo Energética S.A,00773 - NOVO MUNDO - Novo Mundo Energética S.A,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354800,1,17,17243420,-9.68640,-54.96530,303.29
586,PCH BRAÇO NORTE II RESERVATÓRIO,00173 - ELETRAM - Eletricidade da Amazônia S.A-ELETRAM,00173 - ELETRAM - Eletricidade da Amazônia S.A-ELETRAM,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354900,1,17,17243420,-9.76940,-54.98750,295.00
587,PCH BRAÇO NORTE II BARRAMENTO,00173 - ELETRAM - Eletricidade da Amazônia S.A-ELETRAM,00173 - ELETRAM - Eletricidade da Amazônia S.A-ELETRAM,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354930,1,17,17243420,-9.77890,-54.98670,310.00
588,PCH BRAÇO NORTE II JUSANTE,00173 - ELETRAM - Eletricidade da Amazônia S.A-ELETRAM,00173 - ELETRAM - Eletricidade da Amazônia S.A-ELETRAM,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354950,1,17,17243420,-9.78940,-54.98810,272.00
589,PCH BRAÇO NORTE MONTANTE,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,NOVO MUNDO-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17354970,1,17,17243420,-9.79920,-54.98670,280.00
590,PCH BRAÇO NORTE JUSANTE,00754 - PRIMAVERA - Primavera Energia S.A,00754 - PRIMAVERA - Primavera Energia S.A,GUARANTÃ DO NORTE-MT,RIO BRAÇO NORTE,Setor Elétrico,Ativo,17355000,1,17,17243420,-9.83860,-55.01920,268.00
591,UHE TELES PIRES MONTANTE 1,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,00750 - TELES PIRES - Companhia Hidrelétrica Teles Pires,ALTA FLORESTA-MT,RIO TELES PIRES (OU SÃO MANUEL),Setor Elétrico,Ativo,17381100,1,17,17240000,-9.63970,-56.01920,229.00
